name|speaker|orth|translation|start|end
wRpQS6osR8g--3|Signer01|no injuries were reported as there was no one inside the car|no injuries were reported as there was no one inside the car|-1|-1
wRpQS6osR8g--4|Signer01|have a look at the viral video|have a look at the viral video|-1|-1
wRpQS6osR8g--7|Signer01|according to them the incident occured because|according to them the incident occured because|-1|-1
wRpQS6osR8g--16|Signer01|an insurance expert said that|an insurance expert said that|-1|-1
f_CQs-N348M--2|Signer01|which is just below red alert|which is just below red alert|-1|-1
f_CQs-N348M--4|Signer01|according to the bmc disaster management cell|according to the bmc disaster management cell|-1|-1
f_CQs-N348M--7|Signer01|at least 11 people were killed and seven injured|at least 11 people were killed and seven injured|-1|-1
f_CQs-N348M--9|Signer01|carrying out rescue operations|carrying out rescue operations|-1|-1
O_XIlEhuo9Q--5|Signer01|with the lakhs of rupees received in donations|with the lakhs of rupees received in donations|-1|-1
O_XIlEhuo9Q--12|Signer01|as compared to the expenses the returns were less|as compared to the expenses the returns were less|-1|-1
O_XIlEhuo9Q--13|Signer01|this is why he shut down the restaurant|this is why he shut down the restaurant|-1|-1
O_XIlEhuo9Q--18|Signer01|he has also planned his retirement|he has also planned his retirement|-1|-1
O_XIlEhuo9Q--20|Signer01|he and his wife were able to save up rs 20 lakh|he and his wife were able to save up rs 20 lakh|-1|-1
LQyTcHGxyOA--5|Signer01|he spoke about how life is now returning to normal after the covid-19 pandemic|he spoke about how life is now returning to normal after the covid-19 pandemic|-1|-1
LQyTcHGxyOA--11|Signer01|a video clip of the incident has gone viral have a look|a video clip of the incident has gone viral have a look|-1|-1
LQyTcHGxyOA--14|Signer01|according to french media two people have been arrested in connection with the incident|according to french media two people have been arrested in connection with the incident|-1|-1
V6Rme51IrDA--2|Signer01|these are aadhar card pan card voter id|these are aadhar card pan card voter id|-1|-1
V6Rme51IrDA--5|Signer01|now the health ministry on 7th june said that|now the health ministry on 7th june said that|-1|-1
V6Rme51IrDA--9|Signer01|as it contains all the necessary features such as the name gender|as it contains all the necessary features such as the name gender|-1|-1
k7g9_nDUYKw--6|Signer01|but the victim could not identify the accused|but the victim could not identify the accused|-1|-1
k7g9_nDUYKw--13|Signer01|he has now been granted bail|he has now been granted bail|-1|-1
k7g9_nDUYKw--22|Signer01|the allegations against him are false|the allegations against him are false|-1|-1
j8uQndXHXa8--13|Signer01|his oxygen levels had dropped and he is on oxygen support|his oxygen levels had dropped and he is on oxygen support|-1|-1
XhWEjuhXygA--5|Signer01|teacher gives the question paper online|teacher gives the question paper online|-1|-1
XhWEjuhXygA--7|Signer01|it means the teacher gives the question paper|it means the teacher gives the question paper|-1|-1
XhWEjuhXygA--11|Signer01|this is the first time let me tell you about it|this is the first time let me tell you about it|-1|-1
XhWEjuhXygA--16|Signer01|the paper just mentioned that students were expected to prepare questions on their own|the paper just mentioned that students were expected to prepare questions on their own|-1|-1
XhWEjuhXygA--21|Signer01|the students thought that they could all discuss & write the paper|the students thought that they could all discuss & write the paper|-1|-1
AcvPjP9LLoQ--5|Signer01|later confirmed that the body was that of a covid-19 patient|later confirmed that the body was that of a covid-19 patient|-1|-1
AcvPjP9LLoQ--11|Signer01|we have filed a case and strict action will be taken|we have filed a case and strict action will be taken|-1|-1
p8RWgYfAZB8--1|Signer01|they have reported 20 new cases of the coronavirus in the past week|they have reported 20 new cases of the coronavirus in the past week|-1|-1
p8RWgYfAZB8--5|Signer01|as officials are trying to control an increase in the coronavirus cases|as officials are trying to control an increase in the coronavirus cases|-1|-1
p8RWgYfAZB8--11|Signer01|the number is small compared with india thousands of daily cases|the number is small compared with india thousands of daily cases|-1|-1
p8RWgYfAZB8--13|Signer01|this is why they imposed a lockdown|this is why they imposed a lockdown|-1|-1
cp57S8F2h8U--1|Signer01|there are more than 3 lakh positive cases everyday|there are more than 3 lakh positive cases everyday|-1|-1
cp57S8F2h8U--6|Signer01|the government has come up with a very unique idea|the government has come up with a very unique idea|-1|-1
cp57S8F2h8U--7|Signer01|those who get vaccinated will be given rs 5 000 let me tell you how|those who get vaccinated will be given rs 5 000 let me tell you how|-1|-1
n5OUkLIJ6m4--2|Signer01|the bcci has now confirmed that balance 31 matches|the bcci has now confirmed that balance 31 matches|-1|-1
n5OUkLIJ6m4--8|Signer01|this is why the matches are being held in uae|this is why the matches are being held in uae|-1|-1
n5OUkLIJ6m4--11|Signer01|currently our priority is the safety of our players and support staff|currently our priority is the safety of our players and support staff|-1|-1
Gy1ESrd85hA--3|Signer01|this is based on reports of states and union territories from april 1|this is based on reports of states and union territories from april 1|-1|-1
Gy1ESrd85hA--4|Signer01|these children were devastated over the loss of their parents due to covid-19|these children were devastated over the loss of their parents due to covid-19|-1|-1
Gy1ESrd85hA--7|Signer01|there is no shortage of funds for their welfare|there is no shortage of funds for their welfare|-1|-1
N7wpa0gfMos--0|Signer01|a man booked a ticket from mumbai to dubai for rs 18 000|a man booked a ticket from mumbai to dubai for rs 18 000|-1|-1
N7wpa0gfMos--1|Signer01|however for rs 18 000 he was the only passenger on the flight|however for rs 18 000 he was the only passenger on the flight|-1|-1
N7wpa0gfMos--2|Signer01|you may think its impossible but it is true let me tell you|you may think its impossible but it is true let me tell you|-1|-1
N7wpa0gfMos--15|Signer01|after landing he walked out to pick up his bag|after landing he walked out to pick up his bag|-1|-1
N7wpa0gfMos--19|Signer01|so why did the company waste rs 8 lakh over 1 single person|so why did the company waste rs 8 lakh over 1 single person|-1|-1
b2_Sx4lZhQ0--3|Signer01|us president joe biden announced|us president joe biden announced|-1|-1
b2_Sx4lZhQ0--10|Signer01|we need to increase our weapons to be prepared for a nuclear war|we need to increase our weapons to be prepared for a nuclear war|-1|-1
b2_Sx4lZhQ0--14|Signer01|so far the biden administration has not responded to the article|so far the biden administration has not responded to the article|-1|-1
S_sy1WfTmyI--2|Signer01|one of his video has gone viral in which|one of his video has gone viral in which|-1|-1
S_sy1WfTmyI--8|Signer01|he did the same in a shop as well this video has gone viral|he did the same in a shop as well this video has gone viral|-1|-1
S_sy1WfTmyI--22|Signer01|this is why a complaint has been filed against him|this is why a complaint has been filed against him|-1|-1
S_sy1WfTmyI--23|Signer01|he was arrested by the delhi police but has been released on bail|he was arrested by the delhi police but has been released on bail|-1|-1
MSnRCBP0ajc--10|Signer01|to watch the video and clearly understand|to watch the video and clearly understand|-1|-1
MSnRCBP0ajc--12|Signer01|what is white fungus|what is white fungus|-1|-1
MSnRCBP0ajc--26|Signer01|here are the yellow fungus precautions|here are the yellow fungus precautions|-1|-1
MSnRCBP0ajc--27|Signer01|1 keep your room home and surroundings as clean as possible|1 keep your room home and surroundings as clean as possible|-1|-1
MSnRCBP0ajc--30|Signer01|4 coronavirus positive patients must immediately start treatment|4 coronavirus positive patients must immediately start treatment|-1|-1
NllkUnx3TIA--9|Signer01|she filed a complaint against these individuals|she filed a complaint against these individuals|-1|-1
NllkUnx3TIA--10|Signer01|fir has been filed against the nine accused|fir has been filed against the nine accused|-1|-1
NllkUnx3TIA--21|Signer01|is reportedly not in india at the moment and will return to mumbai in september|is reportedly not in india at the moment and will return to mumbai in september|-1|-1
iG8LYxcLZMQ--8|Signer01|1 people who have tested positive|1 people who have tested positive|-1|-1
iG8LYxcLZMQ--9|Signer01|2 people who have a fever and other symptoms|2 people who have a fever and other symptoms|-1|-1
iG8LYxcLZMQ--10|Signer01|3 people who wish to build their immunity|3 people who wish to build their immunity|-1|-1
iG8LYxcLZMQ--20|Signer01|official sources informed that|official sources informed that|-1|-1
VTrNkCv35yU--2|Signer01|there are strict restrictions in the number of people timings etc|there are strict restrictions in the number of people timings etc|-1|-1
VTrNkCv35yU--10|Signer01|let me show you some photos and videos|let me show you some photos and videos|-1|-1
VTrNkCv35yU--14|Signer01|people sitting and enjoying the function inside the aircraft|people sitting and enjoying the function inside the aircraft|-1|-1
VTrNkCv35yU--16|Signer01|of wearing masks and there is no social distancing as well|of wearing masks and there is no social distancing as well|-1|-1
VTrNkCv35yU--20|Signer01|has also asked for a full report from the airline|has also asked for a full report from the airline|-1|-1
s9bWguOVijc--3|Signer01|these new guidelines were issued in february 2021|these new guidelines were issued in february 2021|-1|-1
s9bWguOVijc--7|Signer01|- currently like facebook other platforms too have crores of users -|- currently like facebook other platforms too have crores of users -|-1|-1
s9bWguOVijc--13|Signer01|who will take care of the complaints and act on them in 15 days|who will take care of the complaints and act on them in 15 days|-1|-1
s9bWguOVijc--24|Signer01|they will also have to set up a committee|they will also have to set up a committee|-1|-1
s9bWguOVijc--39|Signer01|changes saying the guidelines go against the right to an individual freedom of speech|changes saying the guidelines go against the right to an individual freedom of speech|-1|-1
gEOvNoSQVpw--5|Signer01|celebrities politicians social media users and many others have supported the campaign|celebrities politicians social media users and many others have supported the campaign|-1|-1
gEOvNoSQVpw--13|Signer01|and the person can be arrested directly|and the person can be arrested directly|-1|-1
gEOvNoSQVpw--25|Signer01|and use their property in the name of development|and use their property in the name of development|-1|-1
gEOvNoSQVpw--35|Signer01|till now alcohol was never sold on the island|till now alcohol was never sold on the island|-1|-1
gEOvNoSQVpw--47|Signer01|as people were not happy with his way of working|as people were not happy with his way of working|-1|-1
R06iikDmsOY--6|Signer01|and ordered him to pay a fine of ₹ 50 000 to the victim|and ordered him to pay a fine of ₹ 50 000 to the victim|-1|-1
